WeatherCloud Data Compiled-LEC,,,,,,,,,,,,,,,,,
Location ,"Lake Erie Center, Oregon, OH ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date (America/New_York),tempin (°C),temp (°C),chill (°C),dewin (°C),dew (°C),heatin (°C),heat (°C),humin (%),hum (%),wspdhi (mph),wspdavg (mph),wdiravg (°),bar (mmHg),rain (mm),rainrate (mm/h),solarrad (W/m²),uvi
12/9/25 1:40,27.1,-9.7,-9.7,,-13.3,,,1,74,1.8,1.8,202,767.7,0,0,,
12/9/25 1:50,26.8,-9.7,-9.7,,-13.3,,,1,74,0,0,202,767.7,0,0,,
12/9/25 2:00,26.8,-9.6,-9.6,,-13.5,,,1,72,0,0,202,767.2,0,0,,
12/9/25 2:10,26.9,-9.6,-9.6,,-13.7,,,1,71,1.8,1.8,202,767.2,0,0,,
12/9/25 2:20,27,-9.2,-9.2,,-13.7,,,1,69,2.9,2.9,202,767.2,0,0,,
12/9/25 2:30,27.1,-9.1,-9.1,,-13.5,,,1,70,2,2,202,767.3,0,0,,
12/9/25 2:40,27.2,-9.2,-9.2,,-13.7,,,1,69,1.1,1.1,202,767,0,0,,
12/9/25 2:50,27.4,-9.2,-9.2,,-13.9,,,1,68,2.2,2.2,180,767,0,0,,
12/9/25 3:00,27.4,-9.1,-9.1,,-14,,,1,67,0,0,158,766.6,0,0,,
12/9/25 3:10,27.4,-9.2,-9.2,,-14.3,,,1,66,1.8,1.8,158,766.4,0,0,,
12/9/25 3:20,27.4,-9.1,-12.2,,-14.7,,,1,63,4,3.6,202,766.4,0,0,,
12/9/25 3:30,27.2,-9.1,-12.8,,-14.7,,,1,63,5.4,5.4,180,766.5,0,0,,
12/9/25 3:40,27.3,-9.2,-12.9,,-15,,,1,62,5.6,5.6,180,766.3,0,0,,
12/9/25 3:50,27.2,-9.2,-13.1,,-14.8,,,1,63,2.5,2.5,202,766.3,0,0,,
12/9/25 4:00,27.3,-9.3,-9.3,,-14.9,,,1,63,2.9,2.7,202,766.1,0,0,,
12/9/25 4:10,27.4,-9.4,-9.4,,-15.2,,,1,62,2,2,180,765.9,0,0,,
12/9/25 4:20,27.4,-9.3,-9.3,,-15.1,,,1,62,3.4,2.9,180,765.9,0,0,,
12/9/25 4:30,27.5,-9.1,-13.3,,-15.1,,,1,61,4.9,4.5,180,765.7,0,0,,
12/9/25 4:40,27.5,-8.9,-13.6,,-14.9,,,1,61,6.5,6.3,180,765.3,0,0,,
12/9/25 4:50,27.5,-8.8,-13.1,,-14.9,,,1,61,5.6,5.6,202,765.3,0,0,,
12/9/25 5:00,27.5,-8.7,-12.5,,-15.2,,,1,59,5.4,4.7,202,765,0,0,,
12/9/25 5:10,27.4,-8.6,-12.8,,-15.1,,,1,59,4.7,4.3,202,765,0,0,,
12/9/25 5:20,27.6,-8.5,-12.7,,-14.9,,,1,60,5.4,5.4,202,765,0,0,,
12/9/25 5:30,27.6,-8.4,-11.3,,-14.7,,,1,60,6.9,6.7,158,764.7,0,0,,
12/9/25 5:40,27.4,-8.2,-12.1,,-14.5,,,1,60,6.5,6.3,202,764.6,0,0,,
12/9/25 5:50,27.3,-8.2,-8.2,,-14.3,,,1,61,4.9,4.3,202,764.6,0,0,,
12/9/25 6:00,27.4,-8.1,-11.5,,-14.2,,,1,61,5.4,5.4,180,764.5,0,0,,
12/9/25 6:10,27.7,-8.1,-12.4,,-14,,,1,62,5.4,5.4,202,764.4,0,0,,
12/9/25 6:20,27.4,-8,-12.4,,-13.9,,,1,62,5.8,5.8,225,764.4,0,0,,
12/9/25 6:30,27.3,-7.8,-12.5,,-13.7,,,1,62,5.8,5.8,202,764.1,0,0,,
12/9/25 6:40,27.4,-7.6,-11.8,,-13.5,,,1,62,4.7,4,225,763.9,0,0,,
12/9/25 6:50,27.5,-7.3,-11,,-13.2,,,1,62,5.4,4.9,225,763.9,0,0,,
12/9/25 7:00,27.4,-7.1,-11.1,,-12.8,,,1,63,5.4,5.4,225,763.8,0,0,,
12/9/25 7:10,27.2,-7,-11.4,,-12.7,,,1,63,7.8,7.4,202,763.6,0,0,,
12/9/25 7:20,27,-6.9,-10.6,,-12.4,,,1,64,3.4,3.1,202,763.6,0,0,,
12/9/25 7:30,26.9,-6.8,-10.8,,-12.3,,,1,64,5.4,5.4,202,763.4,0,0,,
12/9/25 7:40,26.8,-6.6,-10.5,,-11.9,,,1,65,6.5,5.4,225,763,0,0,,
12/9/25 7:50,26.7,-6.6,-11.3,,-11.6,,,1,67,7.2,6.9,180,763,0,0,,
12/9/25 8:00,26.8,-6.4,-9.4,,-11,,,1,69,7.6,7.2,202,762.8,0,0,,
12/9/25 8:10,26.1,-6.1,-10.9,,-9.6,,,1,75,7.8,7.4,202,762.4,0,0,,
12/9/25 8:20,26.4,-6.3,-10.7,,-8.1,,,1,86,6.5,6.3,202,762.4,0,0,,
12/9/25 8:30,26.7,-6.6,-10.8,,-8.1,,,1,88,6.7,5.8,202,762.4,0,0,,
12/9/25 8:40,26.7,-6.7,-10.6,,-7.9,,,1,90,7.8,7.4,180,762.2,0,0,,
12/9/25 8:50,26.1,-6.6,-9.8,,-7.8,,,1,90,5.4,5.4,180,762.2,0,0,,
12/9/25 9:00,26.7,-6.5,-10.5,,-7.7,,,1,91,5.6,5.6,202,761.6,0,0,,
12/9/25 9:10,26.8,-6.4,-11,,-7.5,,,1,91,9.8,9.2,180,761.3,0,0,,
12/9/25 9:20,26.4,-6.3,-11,,-7.4,,,1,91,8.1,7.8,202,761.3,0,0,,
12/9/25 9:30,26.7,-6.2,-11.1,,-7.3,,,1,91,7.6,7.2,225,760.9,0,0,,
12/9/25 9:40,26.5,-6,-8.7,,-7.1,,,1,91,7.2,6.9,202,760.6,0,0,,
12/9/25 9:50,26.3,-5.8,-10.9,,-6.9,,,1,91,7.2,6.9,180,760.6,0,0,,
12/9/25 10:00,26.2,-5.7,-10.5,,-6.9,,,1,90,8.5,8.1,202,760.3,0,0,,
12/9/25 10:10,25.6,-5.6,-9.9,,-6.8,,,1,90,5.1,4.7,225,760.1,0,0,,
12/9/25 10:20,26.9,-5.4,-10.6,,-6.7,,,1,89,6,6,202,760.1,0,0,,
12/9/25 10:30,26.4,-5,-8.9,,-6.5,,,1,88,6,6,180,760,0,0,,
12/9/25 10:40,26.3,-4.7,-9.1,,-6.3,,,1,87,7.6,7.2,202,759.6,0,0,,
12/9/25 10:50,26.1,-4.2,-9.3,,-6.2,,,1,85,7.6,7.6,180,759.6,0,0,,
12/9/25 11:00,26.2,-3.6,-7.2,,-5.9,,,1,83,10.3,9.2,202,759.2,0,0,,
12/9/25 11:10,25.5,-3.2,-7.4,,-5.7,,,1,82,8.1,7.8,248,758.8,0,0,,
12/9/25 11:20,25.6,-2.9,-6.8,,-5.5,,,1,81,8.5,7.6,202,758.8,0,0,,
12/9/25 11:30,25.1,-2.6,-6.8,,-5.5,,,1,80,8.9,8.3,202,758.5,0,0,,
12/9/25 11:40,25.3,-2.4,-6.1,,-5.3,,,1,80,6.7,6.5,225,758.3,0,0,,
12/9/25 11:50,25.6,-2,-5.1,,-5,,,1,79,9.4,8.5,112,758.3,0,0,,
12/9/25 12:00,24.8,-1.5,-5.5,,-4.9,,,8,77,8.5,7.6,225,758.2,0,0,,
12/9/25 12:10,24.9,-0.9,-5.1,,-4.5,,,8,76,9.8,8.5,248,757.7,0,0,,
12/9/25 12:20,24.6,-0.6,-3.7,,-4.2,,,8,76,5.8,5.8,225,757.7,0,0,,
12/9/25 12:30,24.9,-0.3,-4.1,,-4.1,,,8,75,9.4,7.6,202,757.5,0,0,,
12/9/25 12:40,24.7,0,-4.2,,-4.1,,,8,74,10.7,9.2,248,757.3,0,0,,
12/9/25 12:50,24.7,0.2,-3.9,,-3.7,,,8,75,11.6,9.2,248,757.3,0,0,,
12/9/25 13:00,24.8,0.3,-3.5,,-3.9,,,8,74,9.4,8.1,180,757,0,0,,
12/9/25 13:10,24.1,0.3,-2.7,,-3.6,,,8,75,5.8,5.8,248,757,0,0,,
12/9/25 13:20,24.3,0.4,-3.1,,-3.5,,,8,75,7.8,7.4,202,757,0,0,,
12/9/25 13:30,23.8,0.5,-4.1,,-3.3,,,8,75,14.3,11.2,248,756.7,0,0,,
12/9/25 13:40,24.2,0.5,-3.7,,-3.3,,,8,75,9.8,9.4,248,756.8,0,0,,
12/9/25 13:50,23.8,0.6,-3.5,,-3.3,,,8,75,10.7,8.9,248,756.8,0,0,,
12/9/25 14:00,23.6,0.7,-2.7,,-3.1,,,8,76,7.2,6.9,225,756.4,0,0,,
12/9/25 14:10,23.9,0.8,-3.2,,-3.1,,,9,75,10.3,9.2,248,756.2,0,0,,
12/9/25 14:20,23.6,1,-2.1,,-2.8,,,9,76,7.2,6.5,202,756.2,0,0,,
12/9/25 14:30,24,1.1,-2.7,,-2.9,,,9,75,9.8,8.7,225,756,0,0,,
12/9/25 14:40,23.7,1.3,-1.8,,-2.7,,,9,75,6.9,6.7,225,755.9,0,0,,
12/9/25 14:50,24,1.4,-2.7,,-2.6,,,9,75,11,9.8,225,755.9,0,0,,
12/9/25 15:00,23.6,1.5,-1.7,,-2.3,,,8,76,7.2,6.9,202,755.8,0,0,,
12/9/25 15:10,23.6,1.6,-2.2,,-2.4,,,8,75,10.3,8.9,225,755.5,0,0,,
12/9/25 15:20,24.2,1.7,-2.3,,-2.3,,,8,75,10.7,9.6,180,755.5,0,0,,
12/9/25 15:30,23.9,1.8,-2,,-2.1,,,8,76,10.7,9.2,202,755.3,0,0,,
12/9/25 15:40,24.2,1.8,-1.7,,-2.1,,,8,76,9.8,8.1,202,755.1,0,0,,
12/9/25 15:50,23.8,1.7,-2,,-2.2,,,8,76,9.4,8.5,202,755.1,0,0,,
12/9/25 16:00,24.1,1.7,-2.3,,-2.2,,,8,76,10.7,9.6,225,754.9,0,0,,
12/9/25 16:10,24,1.7,-2.2,,-1.9,,,8,77,11.4,9.4,225,754.7,0,0,,
12/9/25 16:20,23.9,1.7,-2.1,,-1.9,,,8,77,9.8,8.9,338,754.7,0,0,,
12/9/25 16:30,24.3,1.7,-2.1,,-1.9,,,8,77,10.5,8.9,202,754.7,0,0,,
12/9/25 16:40,24.2,1.6,-1.6,,-2,,,8,77,7.8,6.9,225,754.8,0,0,,
12/9/25 16:50,24.5,1.6,-1.8,,-2,,,8,77,8.1,7.8,248,754.8,0,0,,
12/9/25 17:00,24.3,1.7,-2.1,,-1.9,,,8,77,9.8,8.9,202,755.1,0,0,,
12/9/25 17:10,24.7,1.7,-1.7,,-1.9,,,9,77,8.9,7.8,225,755.4,0,0,,
12/9/25 17:20,24.5,1.7,-1,,-1.9,,,9,77,6,6,202,755.4,0,0,,
12/9/25 17:30,24.8,1.6,-0.1,,-2,,,9,77,4,3.6,225,755.6,0,0,,
12/9/25 17:40,24.6,1.6,-2.5,,-1.9,,,9,78,11.4,9.6,202,755.8,0,0,,
12/9/25 17:50,24.8,1.6,-1.7,,-2,,,9,77,7.8,7.4,202,755.8,0,0,,
12/9/25 18:00,24.5,1.5,-1.3,,-1.9,,,9,78,6,6,225,756.1,0,0,,
12/9/25 18:10,24.7,1.5,-1.5,,-1.9,,,8,78,6.7,6.5,248,755.8,0,0,,
12/9/25 18:20,24.3,1.4,-0.2,,-1.9,,,8,79,4,3.4,225,755.8,0,0,,
12/9/25 18:30,24.8,1.4,-1.4,,-1.9,,,8,79,6,6,248,755.8,0,0,,
12/9/25 18:40,24.6,1.3,-0.6,,-1.9,,,8,80,4.9,4,225,755.9,0,0,,
12/9/25 18:50,24.5,1.3,-2.6,,-2,,,8,79,10.7,9.2,225,755.9,0,0,,
12/9/25 19:00,24.8,1.4,-1.2,,-1.8,,,8,80,5.4,5.4,225,755.8,0,0,,
12/9/25 19:10,24.5,1.3,-0.6,,-1.9,,,8,80,4.3,4,225,755.7,0,0,,
12/9/25 19:20,24.8,1.4,-0.1,,-1.8,,,20,80,3.4,3.1,248,755.7,0,0,,
12/9/25 19:30,24.8,1.4,-2,,-1.8,,,20,80,8.1,7.8,248,755.5,0,0,,
12/9/25 19:40,24.5,1.4,-1.2,,-1.8,,,8,80,5.4,5.4,202,755.7,0,0,,
12/9/25 19:50,24.9,1.5,-1.1,,-1.6,,,20,80,5.4,5.4,248,755.7,0,0,,
12/9/25 20:00,24.7,1.5,-1.8,,-1.6,,,8,80,7.8,7.4,248,755.5,0,0,,
12/9/25 20:10,24.9,1.6,-1,,-1.6,,,9,80,5.4,5.4,225,755.5,0,0,,
12/9/25 20:20,24.3,1.6,-1.1,,-1.6,,,1,80,5.6,5.6,248,755.5,0,0,,
12/9/25 20:30,24.8,1.8,-0.8,,-1.4,,,1,80,5.6,5.6,225,755.5,0,0,,
12/9/25 20:40,24.4,1.9,-0.1,,-1.3,,,1,80,4.9,4.3,248,755.2,0,0,,
12/9/25 20:50,24.7,1.9,-0.2,,-1.3,,,1,80,5.4,4.5,248,755.2,0,0,,
12/9/25 21:00,24.6,2,2,,-1.2,,,9,80,2.5,2.5,225,754.9,0,0,,
12/9/25 21:10,24.5,2,-0.1,,-1,,,9,81,5.4,4.5,248,754.6,0,0,,
12/9/25 21:20,24.8,2,0.5,,-1,,,9,81,3.4,3.1,202,754.6,0,0,,
12/9/25 21:30,24.5,2.1,-0.4,,-0.9,,,9,81,5.4,5.4,202,754.4,0,0,,
12/9/25 21:40,24.5,2.1,0.2,,-0.9,,,9,81,4.3,4,202,754.3,0,0,,
12/9/25 21:50,24.8,2.2,2.2,,-0.8,,,9,81,2.9,2.7,180,754.3,0,0,,
12/9/25 22:00,24.4,2.2,-0.2,,-0.8,,,9,81,5.4,5.4,202,754.1,0,0,,
12/9/25 22:10,24.4,2.1,2.1,,-0.9,,,9,81,1.1,1.1,180,754,0,0,,
12/9/25 22:20,24.6,2.1,0.5,,-0.9,,,9,81,3.6,3.4,202,754,0,0,,
12/9/25 22:30,24.3,2.2,0.7,,-0.8,,,9,81,3.4,3.1,225,753.7,0,0,,
12/9/25 22:40,24.7,2.3,0.8,,-0.3,,,9,83,3.6,3.1,225,753.6,0,0,,
12/9/25 22:50,24.3,2.2,0.2,,-0.3,,,9,84,4.7,4.3,248,753.6,0,0,,
12/9/25 23:00,24.4,2.2,2.2,,-0.3,,,9,84,1.8,1.8,180,753.2,0,0,,
12/9/25 23:10,24.3,2.1,0.6,,-0.4,,,9,84,3.4,3.1,202,753,0,0,,
12/9/25 23:20,24.4,2.2,0.1,,-0.4,,,9,83,4.9,4.5,158,753,0,0,,
12/9/25 23:30,24.2,2.3,-0.3,,-0.3,,,9,83,5.8,5.8,202,752.5,0,0,,
12/9/25 23:40,24.7,2.4,-0.2,,-0.2,,,9,83,5.8,5.8,180,752.5,0,0,,
12/9/25 23:50,24.4,2.4,-0.1,,-0.1,,,9,84,5.6,5.6,202,752.5,0,0,,
12/10/25 0:00,24.7,2.3,0.3,,0,,,9,85,4.7,4.3,158,752.2,0,0,,
12/10/25 0:10,24.3,2.2,2.2,,0.3,,,9,87,2.7,2.7,202,751.8,0,0,,
12/10/25 0:20,24.6,2,2,,0.2,,,9,88,1.8,1.8,202,751.8,0,0,,
12/10/25 0:30,24.2,1.8,1.8,,0.3,,,9,90,2.2,2.2,180,751.4,0.4,0.4,,
12/10/25 0:40,24.4,1.7,-0.1,,0.2,,,9,90,2,2,180,751.3,0.4,0.4,,
12/10/25 0:50,24.5,1.6,-0.7,,0.2,,,9,91,5.4,5.4,202,751.3,0.8,0.8,,
12/10/25 1:00,24.3,1.7,-1.7,,0.3,,,9,91,5.8,5.8,225,751,1.2,0.4,,
12/10/25 1:10,24.6,1.8,-0.4,,0.4,,,9,91,4.7,4.3,202,750.5,1.6,0.8,,
12/10/25 1:20,24.3,1.9,-1.5,,0.8,,,9,92,8.1,7.8,180,750.5,1.6,0.8,,
12/10/25 1:30,24.5,2,-1.1,,0.9,,,9,92,10.3,8.9,225,750.1,2,1.2,,
12/10/25 1:40,24.3,2,-0.2,,0.9,,,9,92,5.4,4.7,225,749.3,2,1.2,,
12/10/25 1:50,24.2,2,-1.1,,0.9,,,9,92,7.6,7.2,225,749.3,2,1.2,,
12/10/25 2:00,24.7,2,-1.1,,0.9,,,9,92,6.7,6.5,202,749.6,2,0,,
12/10/25 2:10,24.2,2.1,-1.2,,1,,,9,92,6.5,6.3,225,749.1,2,0,,
12/10/25 2:20,24.3,2.2,-0.4,,1.1,,,9,92,6,6,225,749.1,2.4,0.4,,
12/10/25 2:30,24.5,2.3,-0.2,,1.2,,,9,92,5.6,5.6,202,748.9,2.4,0.4,,
12/10/25 2:40,24.3,2.3,-1.6,,0.9,,,9,91,11.9,9.6,225,748.7,2.8,0.8,,
12/10/25 2:50,24.7,2.3,2.3,,0.9,,,9,91,3.1,2.7,202,748.7,3.2,1.2,,
12/10/25 3:00,24.3,2.3,-2.3,,0.9,,,9,91,15.4,13,248,748.6,3.2,0,,
12/10/25 3:10,24.6,2.5,0.4,,1.1,,,9,90,5.1,4.5,225,748.1,3.2,0,,
12/10/25 3:20,24.3,2.5,-0.1,,1.1,,,9,90,6.5,5.8,202,748.1,3.2,0,,
12/10/25 3:30,24.2,2.7,-0.8,,1.1,,,9,89,10.3,8.5,248,747.7,3.2,0,,
12/10/25 3:40,24.6,2.8,-0.8,,1,,,9,88,9.8,9.2,202,747.3,3.6,0.4,,
12/10/25 3:50,24.3,2.8,-0.2,,1,,,9,88,7.6,7.2,180,747.3,3.6,0.4,,
12/10/25 4:00,24.5,2.9,-0.9,,1,,,9,87,11.2,9.6,248,746.8,3.6,0,,
12/10/25 4:10,24.2,3.1,0,,0.9,,,9,86,7.8,7.4,225,746.8,3.6,0,,
12/10/25 4:20,24.7,3.2,-0.8,,1,,,9,86,13.2,11,248,746.8,3.6,0,,
12/10/25 4:30,24.3,3.2,0,,1,,,20,86,8.9,7.8,248,746.4,3.6,0,,
12/10/25 4:40,24.3,3.2,-0.4,,1.2,,,20,87,10.7,9.4,225,746.2,4,0.4,,
12/10/25 4:50,24.4,3.3,0.2,,1.3,,,20,87,7.6,7.4,202,746.2,4,0.4,,
12/10/25 5:00,24.3,3.3,0.8,,1.5,,,20,88,6,5.6,248,746.2,4,0,,
12/10/25 5:10,24.5,3.2,-0.2,,1.4,,,20,88,9.8,8.7,225,746,4,0,,
12/10/25 5:20,24.1,3.2,0.3,,1.4,,,20,88,6.9,6.7,202,746,4,0,,
12/10/25 5:30,24.5,3.2,0.8,,1.4,,,20,88,5.4,5.4,225,746,4,0,,
12/10/25 5:40,24.1,3.3,-0.5,,1.5,,,20,88,11.9,10.3,225,745.6,4,0,,
12/10/25 5:50,24.4,3.3,0,,1.5,,,20,88,9.4,8.1,225,745.6,4,0,,
12/10/25 6:00,24.1,3.4,0.4,,1.4,,,20,87,7.8,7.4,248,745.6,4,0,,
12/10/25 6:10,24.3,3.5,1.3,,1.8,,,20,88,6,5.1,248,745.4,4,0,,
12/10/25 6:20,24.1,3.5,1.3,,1.8,,,20,88,5.6,5.1,225,745.4,4,0,,
12/10/25 6:30,24.5,3.4,0.4,,1.8,,,20,89,7.2,6.9,225,745.4,4.4,0.4,,
12/10/25 6:40,24.1,3.3,-0.1,,1.8,,,20,90,9.8,8.7,225,745.3,4.4,0.4,,
12/10/25 6:50,24.4,3.3,-0.3,,1.8,,,20,90,10.7,9.4,248,745.3,4.4,0.4,,
12/10/25 7:00,24.5,3.3,0.3,,1.8,,,20,90,7.6,7.2,248,745.3,4.4,0,,
12/10/25 7:10,24.1,3.2,-0.5,,1.8,,,20,91,11.4,9.8,202,745.3,4.4,0,,
12/10/25 7:20,24.2,3.2,-0.5,,2.1,,,23,92,12.1,9.8,225,745.3,4.8,0.4,,
12/10/25 7:30,23.8,3.2,0.1,,2.1,,,23,92,7.6,7.4,248,745.3,4.8,0.4,,
12/10/25 7:40,23.9,3.2,0,,2.1,,,23,92,8.9,8.1,248,745.5,4.8,0.4,,
12/10/25 7:50,24.3,3.3,0,,2.2,,,23,92,10.3,8.3,202,745.5,4.8,0.4,,
12/10/25 8:00,23.9,3.4,0.3,,2.2,,,23,92,8.5,7.8,292,745.4,5.2,0.4,,
12/10/25 8:10,24.2,3.4,-0.1,,2.2,,,23,92,10.3,8.9,248,745.5,5.2,0.4,,
12/10/25 8:20,23.9,3.4,-0.3,,2.2,,,23,92,12.5,9.8,248,745.5,5.6,0.8,,
12/10/25 8:30,23.6,3.4,-2.2,,2.2,,,23,92,22.4,20.1,248,745.2,5.6,0.8,,
12/10/25 8:40,23.9,3.4,-0.1,,2.2,,,23,92,11.9,8.9,248,745.3,6,1.2,,
12/10/25 8:50,23.8,3.4,1.6,,2.2,,,23,92,4.9,4.3,248,745.3,6,1.2,,
12/10/25 9:00,24,3.5,-0.1,,2.2,,,23,91,12.1,9.6,248,745.5,6,0,,
12/10/25 9:10,24.1,3.6,0.6,,2.4,,,23,92,7.8,7.4,248,745.3,6,0,,
12/10/25 9:20,23.8,3.5,0.9,,2.2,,,23,91,6.5,6.3,248,745.3,6,0,,
12/10/25 9:30,24.2,3.6,0.5,,2.4,,,23,92,8.1,7.8,248,745.5,6,0,,
12/10/25 9:40,23.9,3.6,0.1,,2.4,,,23,92,11,9.2,248,745.7,6,0,,
12/10/25 9:50,24.1,3.6,1.3,,2.4,,,23,92,5.4,5.4,248,745.7,6,0,,
12/10/25 10:00,23.8,3.7,0.9,,2.5,,,23,92,6.9,6.7,248,745.6,6,0,,
12/10/25 10:10,23.9,3.6,1.1,,2.6,,,23,93,6,6,248,745.8,6.4,0.4,,
12/10/25 10:20,23.9,3.6,1,,2.4,,,26,92,6.5,6.3,248,745.8,6.4,0.4,,
12/10/25 10:30,23.5,3.6,-0.1,,2.4,,,26,92,12.5,10.3,248,745.9,6.4,0.4,,
12/10/25 10:40,23.7,3.7,-1.1,,2.3,,,26,91,19.9,15.7,248,745.9,6.4,0.4,,
12/10/25 10:50,23.4,3.8,0.3,,2.4,,,26,91,11.2,8.9,248,745.9,6.4,0.4,,
12/10/25 11:00,23.4,3.7,1.3,,2.2,,,26,90,5.6,5.6,248,745.9,6.4,0,,
12/10/25 11:10,23.9,3.8,0.9,,2.2,,,26,89,8.3,6.9,248,745.9,6.4,0,,
12/10/25 11:20,23.6,3.8,1.6,,2.3,,,26,90,5.8,5.1,202,745.9,6.4,0,,
12/10/25 11:30,23.8,3.8,1.5,,2.2,,,26,89,5.8,5.4,248,745.9,6.4,0,,
12/10/25 11:40,23.7,3.7,-0.3,,2.2,,,26,90,13,11.4,248,745.9,6.4,0,,
12/10/25 11:50,23.5,3.7,0.5,,2.2,,,23,90,8.5,8.1,225,745.9,6.4,0,,
12/10/25 12:00,24.2,3.6,1.1,,2.1,,,20,90,6,6,248,745.8,6.4,0,,
12/10/25 12:10,23.7,3.6,1.7,,2.1,,,20,90,5.4,4.5,248,746,6.4,0,,
12/10/25 12:20,23.9,3.6,1.6,,2,,,20,89,5.4,4.7,248,746,6.4,0,,
12/10/25 12:30,23.7,3.5,1,,2,,,20,89,5.8,5.8,270,746,6.4,0,,
12/10/25 12:40,23.7,3.5,2,,2,,,20,89,4,3.6,248,745.9,6.4,0,,
12/10/25 12:50,23.7,3.5,1.4,,2,,,20,89,5.4,4.9,248,745.9,6.4,0,,
12/10/25 13:00,23.8,3.4,2.1,,2.2,,,20,92,3.6,3.1,248,746,6.4,0,,
12/10/25 13:10,23.7,3.2,1,,2.1,,,23,92,5.4,4.9,248,746.2,6.4,0,,
12/10/25 13:20,23.3,3.1,1.6,,2,,,23,92,3.6,3.4,0,746.2,6.4,0,,
12/10/25 13:30,23.8,3,3,,2,,,23,93,2.9,2.7,248,746.4,6.8,0.4,,
12/10/25 13:40,23.4,2.8,2.8,,1.8,,,26,93,0,0,338,746.5,7.2,0.8,,
12/10/25 13:50,23.5,2.6,1,,1.6,,,23,93,4,3.6,248,746.5,7.2,0.8,,
12/10/25 14:00,23.9,2.2,-0.9,,1.2,,,20,93,7.6,7.2,22,747.1,7.6,0.4,,
12/10/25 14:10,23.7,1.7,-0.1,,0.7,,,20,93,4.3,3.8,315,747.4,7.6,0.4,,
12/10/25 14:20,24,1.5,1.5,,0.6,,,20,93,1.8,1.8,292,747.4,7.6,0.4,,
12/10/25 14:30,23.9,1.3,1.3,,0.4,,,20,94,1.1,1.1,0,747.7,7.6,0.4,,
12/10/25 14:40,24.3,1.3,-1.3,,0.4,,,20,94,5.4,5.4,315,748.1,7.6,0.4,,
12/10/25 14:50,24.8,1.3,1.3,,0.4,,,20,94,2.2,2.2,248,748.1,7.6,0.4,,
12/10/25 15:00,24.5,1.3,1.3,,0.4,,,20,94,2.2,2.2,315,748.5,7.6,0,,
12/10/25 15:10,24.7,1.3,-0.9,,0.4,,,20,94,4.9,4.5,22,748.9,7.6,0,,
12/10/25 15:20,24.5,1.1,-3.8,,0.1,,,20,93,14.8,12.8,315,748.9,7.6,0,,
12/10/25 15:30,24.8,1.1,-3.8,,0,,,20,92,14.8,13,315,749.5,7.6,0,,
12/10/25 15:40,25.9,1.1,-2.7,,0,,,17,92,9.8,8.7,0,750.1,7.6,0,,
12/10/25 15:50,26,0.9,-4.3,,-0.2,,,8,92,16.6,13.9,315,750.1,7.6,0,,
12/10/25 16:00,26.7,0.5,-5,,-0.9,,,8,90,16.6,14.8,338,750.4,7.6,0,,
12/10/25 16:10,27,0.6,-3.6,,-1,,,8,89,9.8,9.4,338,751,7.6,0,,
12/10/25 16:20,27,0.6,-3.5,,-1.5,,,8,86,10.3,9.2,338,751,7.6,0,,
12/10/25 16:30,26.8,0.6,-3.2,,-1.6,,,8,85,9.4,8.3,338,751.3,7.6,0,,
12/10/25 16:40,27.1,0.6,-4.8,,-1.6,,,8,85,15.9,14.5,338,751.7,7.6,0,,
12/10/25 16:50,27.4,0.5,-4.8,,-1.6,,,8,85,15.7,13.9,338,751.7,7.6,0,,
12/10/25 17:00,27.1,0.3,-3.8,,-2.6,,,8,81,10.3,9.2,338,752.3,7.6,0,,
12/10/25 17:10,27.2,0.2,-3.9,,-2.6,,,8,82,9.8,8.9,315,752.8,7.6,0,,
12/10/25 17:20,27.1,0.2,-4.4,,-2.7,,,8,81,12.1,10.5,338,752.8,7.6,0,,
12/10/25 17:30,27.7,0.2,-2.8,,-2.3,,,8,84,6.7,6,338,753.1,7.6,0,,
12/10/25 17:40,27.6,0.2,-2,,-2.4,,,8,83,4.7,4.3,338,753.5,7.6,0,,
12/10/25 17:50,27.7,0.1,-3.5,,-3,,,8,80,7.6,7.4,292,753.5,7.6,0,,
12/10/25 18:00,27.4,0.1,0.1,,-2.7,,,8,82,0,0,338,753.9,7.6,0,,
12/10/25 18:10,27.4,0,0,,-2.8,,,8,82,2.5,2.5,338,754.2,7.6,0,,
12/10/25 18:20,27.4,0,-3.5,,-2.8,,,8,82,7.2,6.9,22,754.2,7.6,0,,
12/10/25 18:30,27.5,-0.1,-1.8,,-2.6,,,8,83,3.4,3.1,338,754.4,7.6,0,,
12/10/25 18:40,27.4,-0.1,-0.1,,-3.1,,,8,80,0,0,22,754.8,7.6,0,,
12/10/25 18:50,27.5,0,-3.9,,-2.9,,,8,81,9.4,8.3,315,754.8,7.6,0,,
12/10/25 19:00,27.2,0,-4.6,,-3.9,,,8,75,13.2,10.5,0,755,7.6,0,,
12/10/25 19:10,27.6,0,-4.4,,-4.1,,,1,74,9.8,9.6,338,755.4,7.6,0,,
12/10/25 19:20,27.5,-0.2,-6.3,,-4.5,,,8,73,19.7,17.7,338,755.4,7.6,0,,
12/10/25 19:30,27.3,-0.2,-4.3,,-4.5,,,1,73,10.3,8.5,270,755.7,7.6,0,,
